STRD_bank_description_selectplayer,Choisir joueur:,
STRD_bank_description_steuern,Incl. Taxes:,
STRD_bank_description_bank_withdraw,Retirer,
STRD_bank_description_submit,Accepter,
STRD_bank_description_cancel,Annuler,
STRD_bank_description_withdraw,Retirer,
STRS_gasstation_bereits_getankt,Le réservoir de ce véhicule est déjà à 100%.,
STRS_gasstation_tanken_vclleft,Restez à l'intérieur de la voiture pendant que le plein se fait.,
STRS_gasstation_tanken_vclmoved,Vous avez annulé le plein en bougeant votre véhicule.,
STRS_gasstation_tanken_money,Vous n'avez pas assez d'argent pour faire le plein complètement.,
STRS_gasstation_tanken_finished,Le réservoir de ce véhicule est à 100% à nouveau!,
STRS_gasstation_tanken_zwischenmsg,Statut du réservoir: %1 of 100. \n Vous avez ajouté 10 litres dans votre voiture,
STRS_addaction_buy_gas,Payer $%1 pour 10 litres d'essence,
STRS_invest_action,Investir dans le business,
STRS_invest_nomoney,Vous n'avez pas assez d'argent.,
STRS_invest_wait,Attendez 15min pour que votre business grandisse et se vende de lui même,
STRS_invest_lost,"Désolé, pas de chance cette fois.",
STRS_invest_winner,"Félicitation, vous avez gagné $%1!",
STRD_ivnest_title,Investissement,
STRD_invest_buyticket,Investissement dans le business,
STRD_invest_cancel,Annuler,
STRS_lotto_action,Jouez au Lotto,
STRS_lotto_lost,Désolé,
STRS_lotto_winner,Félicitation,
STRS_lotto_nomoney,Vous n'avez pas assez d'argent.,
STRS_lotto_wait,Attendez 5 secondes pour votre ticket de Lotto.,
STRD_lotto_title,Lotto,
STRD_lotto_buyticket,Acheter ticket,
STRD_lotto_cancel,Annuler,
STRS_workplacemission_weapon_alreadyhave,Vous avez déjà un boulot de livraison d'arme. Prenez les armes %1,
STRS_workplacemission_weapon_startjob,Allez chercher une arme %1,
STRS_workplacemission_weapon_donthave,Vous navez pas de boulot de livraison d'arme,
STRS_workplacemission_weapon_finish,Vous avez livré les armes %1 et 3 $%2.,
STRS_workplacemission_weapon_cannotfinish,Vous n'avez pas les armes requises (%1). Revenez quand vous en aurez.,
STRS_workplacemission_weapon_zeitsperre,"Vous devez attendre au moins %1 minutes depuis votre ancien boulot pour en avoir un nouveau,
STRS_workplacemission_addaction_searchjob,Recherche de boulot,
STRS_workplacemission_addaction_searchjob_cancel,Annuler la recherche de boulot,
STRS_workplacemission_delivery_finish,Vous avez fini votre mission de livraison et 3 $%1!,
STRS_workplacemission_deliverymsg_1,Voici un package d'armes. Amenez le à notre client à %1.,
STRS_workplacemission_deliverymsg_2,Un client à %1 a besoin de ce package.,
STRS_workplacemission_deliverymsg_3,Prenez cette clé USB et amenez la chez %1.,
STRS_workplacemission_deliverymsg_4,Un de nos client à %1 veut son package.,
STRS_workplacemission_deliverymsg_5,"Voici quelques documents, livrez les à l'un de nos clients à %1.",
STRS_workplacemission_deliverymsg_6,Voici de nouveaux jeux vidéos pour notre client à %1.,
STRS_workplacemission_deliverymsg_7,Notre client à %1 requière des stockages externes. Livrez les lui.,
STRS_workplacemission_deliverymsg_8,Prenez ce paquet et livrez le à notre client à %1.,
STRS_workplacemission_deliverymsg_9,Il y a des documents secrets dans cette attaché caisse. Amenez les à notre cleint à %1.,
STRS_workplacemission_deliverymsg_10,Ce paquet est pour notre client à %1. Amenez le lui.,
STRS_workplacemission_searchjob_targetreached,Vous avez trouvé l'objet que vous deviez trouver. Approchez vous pour finir le boulot.,
STRS_workplacemission_search_finish,Vous avez trouvé la cible et 3 $%1!,
STRS_workplacemission_searchmsg_1,Une voiture a été abandonnée dans la foret. Trouvez là.,
STRS_workplacemission_searchmsg_2,Un blackhawk s'est crashé dans la foret. Trouvez le.,
STRS_workplacemission_searchmsg_3,Un Ural a été abandonné dans la foret. Trouvez le.,
STRS_workplacemission_delivery_finishaction,Finir la mission de Livraison!,
STRS_workplacemission_search_finishaction,Trouvez cet objet!,
STRS_addaction_weaponjob_anfang,Prendre le boulot de livraison d'arme,
STRS_workplacemission_weaponjob_ende,Finir le boulot de livraison d'arme,
STRS_workplacemission_already,Vous avez déjà un lieu de travail.,
STRS_workplacemission_plane_nospace,Vous n'avez pas assez de place dans votre véhicule, pour plus de passagers.,
STRS_workplacemission_taxi_action,Course de Taxi,
STRS_workplacemission_taxi_cancelaction,Terminé la course de Taxi,
STRS_workplacemission_taxi_alreadyinuse,"Soit, vous êtes déjà en course, ou vous venez d'annulé une course dans les %1 minutes, donc vous ne pouvez pas en recommencer une autre tout de suite. ",
STRS_workplacemission_taxi_marker_kunde,Votre client vous attend ici,
STRS_workplacemission_taxi_marker_ziel,Votre client souhaiterai aller ici,
STRS_workplacemission_taxi_begin,Votre client vous attend ici. Vous pouvez voir sa position sur la carte. Roulez à environ 20 mètres de votre client, il sera à bors de votre véhicule automatiquement.,
STRS_workplacemission_taxi_wannagetin,Votre client souhaite entrée dans votre véhicule, patienter jusqu'à ceux qu'il soit monté.,
STRS_workplacemission_taxi_target,Amener votre client à l'endroit indiqué sur votre carte!,
STRS_workplacemission_taxi_success,Votre client est arrivé à bonne destination. Pour cette course vous avez gagné $%1. Vous pourrez reprendre une nouvelle course dans quelques secondes.,
STRS_workplacemission_taxi_failure,Vous ou votre passager êtes morts. La Course de taxi est annulée.,
STRS_workplacemission_taxi_canceled,Vous avez terminé votre course de Taxi.,
STRS_workplacemission_taxi_nospace,Vous n'avez plus de place dans votre véhicule pour un autre client.,
STRS_rennen_kein_vehicle,Vous devez être le conducteur du véhicule.,
STRS_rennen_already_racemember,Vous avez déjà rejoint la course.,
STRS_rennen_kein_fahrer,Vous devez être le conducteur du véhicule.,
STRS_rennen_falsches_vcl,Vous ne posséder pas la bonne voiture, pour rejoindre la course,
STRS_rennen_hat_angefangen,La course à déjà commencé.,
STRS_rennen_no_racemoney,Vous ne pouvez pas faire ceci.,
STRS_rennen_joinedrace,Vous avez rejoint la course.,
STRS_rennen_tot,Vous êtes mort et vous quittez la course.,
STRS_rennen_vcltot,Votre véhicule est détruit, vous quittez donc la course.,
STRS_rennen_zuende,La course est terminer.,
STRS_rennen_pub_start1,La course de rue commence dans 60 secondes.,
STRS_rennen_pub_start2,La course de rue commence. %1 joueurs sont en course pour un montant de $%2.,
STRS_rennen_pub_ausgeschlossen,Vous étiez trop loins de la ligne de départ. Vous êtes éliminer.,
STRS_rennen_pub_record,Vainqueur Temps: %1!!!,
STRS_rennen_pub_gewinnermeldung,La course de rue est fini. Le gagnant est %1 qui fini la course en %2 seconds! %3,
STRS_rennen_pub_gewinner,Vous remporter la course de rue et empoché $%1,
STRS_rennen_pub_abort,La course est annulé.,
STRS_Drugs_Plant_Marijuana,Vous avez planté de la Marijuana.,
STRS_action_Drugs_MarijuanaBurn,Vous brûlé de la Marijuana,
STRS_Drugs_Marijuana_NearlyReady,Votre Marijuana sera prête dans 240 secondes .,
STRS_action_Drugs_MarijuanaHarvest,Ramasser votre Marijuana.,
STRS_Drugs_Marijuana_Ready,La Marijuana planté est prête à être récolté!,
,,
STRS_mainmenu_MissionTutorial,"In this small Tutorial we will explain the basic aspects of the mission. For more information visit Chernarus Life topic on the BI forums or have a look at the briefing.\n\n
	- Money, Items and the Inventory:\n
	Money is one of the important things in Chernarus Life. While cops receive their normal paychecks after some time, civs have to work for their money. 
	Legal ways to earn money are staying in one of the workplaces, buy some workers
	Illegal ways to earn money are robbing the bank, dealing with drugs or robbing other players. More information about ways to earn money can be found in the briefing. 
	Money and all the other items will be stored in your own inventory. You can open it by using the corespondending entry in your action menu. Items can be used, deleted or given to other players. Information about the items can be seen in the inventory.
	All shops where you can buy and sell items are marked on the map (Items are Vehicles, Weapons and other Objects such as repair kits...). Keep in mind that you have to buy a license for weapons and some other items before you are able to buy them. 
	When you die you lose you whole inventory. In order to save your money and items you can store them in your bank account, at your hideout or other storages. 
	If you lose your connection your account is saved on the server so you keep your money after a reconnect. Licenses are also saved. ,
	Note that all saved information is lost when the server restarts or changes the map.\n\n,
	- A word on weapons and vehicles:\n,
	You should always holster your weapons by using the animation menu which can be found in your action menu. By carrying unholstered weapons cops will see you as a threat and attack you. ,
	Using a vehicle you should always make sure that you are driving on the right side of the road and watch out for police checkpoints. Note that you vehicle can be locked using the action entry or the keychain in you inventory. \n\n,
	- Getting started:\n,
	As a cop you should always communicate with the other people. Warn before you shoot and try to stun instead of kill civilians. The first thing you should do is to get a stun gun, other weapons and a vehicle. 
	As a civ you are very low on money. You should buy a drivers license and a small vehicle in order to drive to a work place and do some jobs or stay there for a while. When having enough money you can buy workplaces, shops or other things to get some income.",
,,
STRS_mainmenu_AboutThisMission,A propos de la mission: \n,
STRS_mainmenu_FAQ,Foire au Question:\n,
STRD_mainmenu_description_close,Fermer,
STRD_cam_description_header,Spectateur,
STRD_cam_description_100north,100m Nord,
STRD_cam_description_100south,100m Sud,
STRD_cam_description_100west,100m Ouest,
STRD_cam_description_100east,100m Est,
STRD_cam_description_halt,Stop,
STRD_cam_description_zoomin,Zoom en avant,
STRD_cam_description_zoomout,Zoom en arrière,
STRD_cam_description_resetbright,Luminosité auto.,
STRD_cam_description_nvgon,Vison nocturne activé,
STRD_cam_description_nvgoff,Vison nocturne désactivé,
STRS_item_gasmask_info,Le masque à gaz se trouve dans votre inventaire, vous êtes dans une zone avec du gaz lacrymogène.,
STRS_item_gasmask,Masque à gaz,
STRS_object_shop,Déposer vos article dans ce magasin, ainsi d'autre joueurs pourront acheté vos article,
STRS_need_pistol_license,Vous devez tout d'abord posséder votre Permis de pistolet!,
STRS_not_enough_money_riflelicense,Vous n'avez pas assez d'argent.,
STRS_recieved_rifle_license,Vous devez possédé votre licence d'arme automatique,
STRS_veh_pistol,Dégainez votre Pistolet,
STRS_mafia_hosmes,Les gens dans la rue disent que les hommes en costumes noirs ont demandé où vous en êtes. Méfiez-vous des ravisseurs! Il est temps de faire profil bas ou contacter les policiers!,
STRS_mafia_died,"L'homme qui vous suit semble être mort, vous êtes bon, pour l'instant.",
STRS_mafia_away,"Les hommes en costumes noirs ont abandonné leur recherche, bon travail!",
STRS_inv_shopdialog_money,,
STRS_inv_item_ration,,
STRS_inv_item_ration_info,,
STRS_inv_item_searchlight_info,,
STRS_inv_item_marijuana,,
STRS_inv_item_drugshed,,
STRS_inv_item_shed_info,,
STRS_inv_item_BigbagfenceCorner,,
STRS_inv_item_bigbagfence,,
STRS_inv_item_bigbagfenceRound,,
STRS_inv_item_bunkersmall,,
STRS_inv_item_danger,,
STRS_inv_item_roadcone,,
STRS_inv_item_factory,,
STRS_inv_item_officebuilding,,
STRS_inv_item_barrack,,
STRS_inv_item_smallhouse,,
STRS_inv_item_smallhouse2,,
STRS_inv_item_mariseed,,
STRS_inv_item_seed_info,,
STRS_inv_item_land_ladder_half,,
STRS_give_minus_then,Vous ne pouvez pas donnez moins que la somme arrangé.,
STRS_maincivrules,Bon Jeux a tous !!!",

STRS_maincoprules,"IL FAUT TOUJOURS AVOIR 2 FOIS PLUS DE CIVILS QUE DE POLICIER

\n
-Les policiers ne peuvent pas être élus Gouverneur.

\n
-Le poste de Chef de la Police est pour le représentant des forces de l'ordre.

\n
-Tous les policiers DOIVENT être sur Discord!",
STRS_inv_item_bupgrade_info,STRING MISSING,
Corn,blé,
STRS_sell_corn,Sell your corn at Sell Resources,
STRS_dirty_money,Dirty Money,
STRS_club_exchange_money,Get To The Club And Exchange The Money,
STRS_lottery,Lotterie,
